주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급접수시작일,특별공급접수종료일,해당지역1순위접수시작일,해당지역1순위접수종료일,경기지역1순위접수시작일,경기지역1순위접수종료일,기타지역1순위접수시작일,기타지역1순위접수종료일,해당지역2순위접수시작일,해당지역2순위접수종료일,경기지역2순위접수시작일,경기지역2순위접수종료일,기타지역2순위접수시작일,기타지역2순위접수종료일,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명_시공사,문의처,사업주체명_시행사,입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,모집공고홈페이지주소
"2020000581","2020000581","전주삼천6단지 50년공임 예비입주자 모집","01","APT","03","국민","2","분양전환 불가임대","560","전북","55086","전라북도 전주시 완산구 삼천천변1길 9 (삼천동1가 삼천주공6단지)",40,"2020-05-14","2020-05-28","2020-05-29",,,"2020-05-28","2020-05-28",,,"2020-05-28","2020-05-28","2020-05-29","2020-05-29",,,"2020-05-29","2020-05-29","2020-07-14","2020-08-03","2020-12-31","http://www.kohom.or.kr/web/main/index.do",,"063-228-3584","주택관리공단(주)","2021-01","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000581&pblancNo=2020000581"
"2020000580","2020000580","익산어양4단지 50년공임 예비입주자 모집","01","APT","03","국민","2","분양전환 불가임대","560","전북","54563","전라북도 익산시 부송1로 17 (어양동 어양주공아파트)",427,"2020-05-14","2020-05-26","2020-05-27",,,"2020-05-26","2020-05-26",,,"2020-05-26","2020-05-26","2020-05-27","2020-05-27",,,"2020-05-27","2020-05-27","2020-06-29","2020-06-30","2020-07-30",,,"063-832-8372","주택관리공단(주) 익산어양4관리소","2020-07","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000580&pblancNo=2020000580"
"2020000566","2020000566","용인 명지대역 서희스타힐스","01","APT","01","민영","0","분양주택","410","경기","17045","경기도 용인시 처인구 역북동 233번지",52,"2020-05-14","2020-05-27","2020-05-29","2020-05-27","2020-05-27","2020-05-28","2020-05-28",,,"2020-05-28","2020-05-28","2020-05-29","2020-05-29",,,"2020-05-29","2020-05-29","2020-06-04","2020-06-15","2020-06-17","http://www.ybstarhills.com","서희건설","1600-4994","용인역북지역주택조합","2023-03","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000566&pblancNo=2020000566"
"2020000561","2020000561","다산신도시 자연앤이편한세상3차 분납임대(잔여)","01","APT","03","국민","1","분양전환 가능임대","410","경기","12285","경기도 남양주시 다산중앙로82번길 12 (다산동 다산자연앤e편한세상3차)",2,"2020-05-14","2020-05-25","2020-05-27",,,"2020-05-25","2020-05-26","2020-05-25","2020-05-26","2020-05-25","2020-05-26","2020-05-27","2020-05-27","2020-05-27","2020-05-27","2020-05-27","2020-05-27","2020-06-03","2020-06-09","2020-06-09","http://www.kohom.or.kr",,"031-515-0887","주택관리공단(주) 다산신도시1단지 임대센터","2020-07","N","Y","N","N","Y","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000561&pblancNo=2020000561"
"2020000564","2020000564","울산 지웰시티 자이 2단지","01","APT","01","민영","0","분양주택","680","울산","44025","울산광역시 동구 서부동 248-37",1316,"2020-05-13","2020-05-25","2020-05-27","2020-05-25","2020-05-25","2020-05-26","2020-05-26",,,"2020-05-26","2020-05-26","2020-05-27","2020-05-27",,,"2020-05-27","2020-05-27","2020-06-03","2020-06-15","2020-06-18","http://ulsan.gwellcity.com/main","지에스건설 (주)","052-266-9600","(주)신영피에프브이제1호","2023-05","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000564&pblancNo=2020000564"
"2020000563","2020000563","울산 지웰시티 자이 1단지","01","APT","01","민영","0","분양주택","680","울산","44025","울산광역시 동구 서부동 257번지 일원",1371,"2020-05-13","2020-05-25","2020-05-27","2020-05-25","2020-05-25","2020-05-26","2020-05-26",,,"2020-05-26","2020-05-26","2020-05-27","2020-05-27",,,"2020-05-27","2020-05-27","2020-06-02","2020-06-15","2020-06-18","http://ulsan.gwellcity.com/main","지에스건설 (주)","052-266-9600","(주)신영피에프브이제1호","2023-05","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000563&pblancNo=2020000563"
"2020000570","2020000570","마산삼계2주공아파트","01","APT","03","국민","2","분양전환 불가임대","621","경남","51239","경상남도 창원시 마산회원구 내서읍 삼계2길 24 (마산삼계2주공아파트)",385,"2020-05-11","2020-05-22","2020-05-25",,,"2020-05-22","2020-05-22",,,"2020-05-22","2020-05-22","2020-05-25","2020-05-25",,,"2020-05-25","2020-05-25","2020-07-24","2020-07-27","2020-07-31",,,"055-231-2873","LH공사 마산삼계2","2020-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000570&pblancNo=2020000570"
"2020000550","2020000550","인천 만석웰카운티 공공임대 분양전환 후 일반분양","01","APT","03","국민","0","분양주택","400","인천","22511","인천광역시 동구 화도진로 142 (만석동 만석 웰카운티아파트)",5,"2020-05-11","2020-05-21","2020-05-22",,,"2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-22","2020-05-22",,,"2020-05-22","2020-05-22","2020-05-28","2020-06-15","2020-06-16","http://www.imcd.co.kr",,"032-260-5653","인천도시공사","2020-06","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000550&pblancNo=2020000550"
"2020000556","2020000556","하남감일 A-3BL 국민임대(추가)","01","APT","03","국민","2","분양전환 불가임대","410","경기","12990","경기도 하남시 감일동 하남감일 택지지구 내 A3블록",609,"2020-05-08","2020-05-25","2020-05-29",,,"2020-05-25","2020-05-25","2020-05-25","2020-05-25","2020-05-25","2020-05-25","2020-05-26","2020-05-29","2020-05-26","2020-05-29","2020-05-26","2020-05-29","2020-09-04","2020-09-16","2020-09-18",,,"1600-1004","한국토지주택공사서울","2020-09","Y","Y","N","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000556&pblancNo=2020000556"
"2020000554","2020000554","양주 옥정신도시 제일풍경채 Lake City(A10-2BL)","01","APT","01","민영","0","분양주택","410","경기","11474","경기도 양주시 옥정동 1043-1",1228,"2020-05-08","2020-05-18","2020-05-20","2020-05-18","2020-05-18","2020-05-19","2020-05-19","2020-05-19","2020-05-19","2020-05-19","2020-05-19","2020-05-20","2020-05-20","2020-05-20","2020-05-20","2020-05-20","2020-05-20","2020-05-26","2020-06-08","2020-06-10",,"제일건설(주)","1644-4800","옥정제일2차피에프브이(주)","2023-04","N","N","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000554&pblancNo=2020000554"
"2020000551","2020000551","흑석리버파크자이","01","APT","01","민영","0","분양주택","100","서울","06986","서울특별시 동작구 흑석동 253-89번지 일대",357,"2020-05-08","2020-05-19","2020-05-22","2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-21","2020-05-21","2020-05-22","2020-05-22",,,"2020-05-22","2020-05-22","2020-05-28","2020-06-08","2020-06-10","http://www.흑석리버파크자이.com","지에스건설(주)","1661-3578","흑석3재정비촉진구역주택재개발정비사업조합","2023-02","Y","Y","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000551&pblancNo=2020000551"
"2020000547","2020000547","부평 중앙하이츠 프리미어","01","APT","01","민영","0","분양주택","400","인천","21410","인천광역시 부평구 안남로15번길 24-10 (부평동)",244,"2020-05-08","2020-05-18","2020-05-20","2020-05-18","2020-05-18","2020-05-19","2020-05-19",,,"2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-26","2020-06-08","2020-06-10","http://www.bupyeong-heights.co.kr","동우개발(주)","1899-7970","대한토지신탁(주)","2022-12","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000547&pblancNo=2020000547"
"2020000545","2020000545","영종국제도시 화성파크드림2차","01","APT","01","민영","0","분양주택","400","인천","11521","인천광역시 중구 운남동 1766-2",499,"2020-05-08","2020-05-19","2020-05-21","2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-27","2020-06-09","2020-06-11","http://yj2-parkdream.com/","(주)화성개발","032-746-7922","(주)화성개발","2022-09","N","N","Y","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000545&pblancNo=2020000545"
"2020000542","2020000542","양정 포레힐즈 스위첸","01","APT","01","민영","0","분양주택","600","부산","47218","부산광역시 부산진구 진남로 587 (양정동)",762,"2020-05-08","2020-05-19","2020-05-21","2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-27","2020-06-08","2020-06-12","http://yangjung.switzen.com","(주)케이씨씨건설","1577-4582","양정2구역주택재개발정비사업조합","2023-08","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000542&pblancNo=2020000542"
"2020000541","2020000541","홍도동 다우 갤러리휴리움","01","APT","01","민영","0","분양주택","300","대전","34557","대전광역시 동구 동산초교로 23-3외 6필지",195,"2020-05-08","2020-05-19","2020-05-21","2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-27","2020-06-08","2020-06-10","http://www.hd-huerium.com","다우건설주식회사","1600-0067","홍도동1구역주택재건축정비사업조합","2023-01","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000541&pblancNo=2020000541"
"2020000529","2020000529","청학 우성스마트시티 뷰","01","APT","01","민영","0","분양주택","600","부산","49010","부산광역시 영도구 태종로 405 (청학동)",262,"2020-05-08","2020-05-19","2020-05-21","2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-27","2020-06-08","2020-06-10","http://cheonghak.smartcityview.com/","(주)우성종합건설","051-624-3800","(주)우성종합건설","2022-05","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000529&pblancNo=2020000529"
"2020000528","2020000528","힐스테이트 대구역 오페라","01","APT","01","민영","0","분양주택","700","대구","41595","대구광역시 북구 고성동1가 114-33번지 일원",937,"2020-05-08","2020-05-18","2020-05-20","2020-05-18","2020-05-18","2020-05-19","2020-05-19",,,"2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-26","2020-06-08","2020-06-16","https://www.hillstate.co.kr/s/#daeguopera","현대건설(주)","053-292-0055","고성개발산업(주)","2024-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000528&pblancNo=2020000528"
"2020000506","2020000506","여수 신기 휴스티지 아파트","01","APT","01","민영","0","분양주택","513","전남","59683","전라남도 여수시 쌍봉로 208 (신기동)",142,"2020-05-08","2020-05-19","2020-05-21","2020-05-19","2020-05-19","2020-05-20","2020-05-20",,,"2020-05-20","2020-05-20","2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-27","2020-06-08","2020-06-10","http://www.hanatrust.com/","대창기업(주)","1800-3578","(주)하나자산신탁","2022-10","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000506&pblancNo=2020000506"
"2020000559","2020000559","하남 포웰시티 B6C2C3(취소후재공급)","01","APT","01","민영","0","분양주택","410","경기","12990","경기도 하남시 감북로 63 (감일동)",11,"2020-05-07","2020-05-18","2020-05-18",,,"2020-05-18","2020-05-18",,,"2020-05-18","2020-05-18","2020-05-18","2020-05-18",,,"2020-05-18","2020-05-18","2020-05-19","2020-05-28","2020-05-28","https://hillstate.co.kr","현대건설(주)","1577-5811","현대건설(주)컨소시엄","2020-11","Y","Y","Y","N","Y","Y","Y","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000559&pblancNo=2020000559"
"2020000558","2020000558","광명 푸르지오 센트베르","01","APT","01","민영","0","분양주택","410","경기","14275","경기도 광명시 광명동 322번지 일원",464,"2020-05-07","2020-05-18","2020-05-21","2020-05-18","2020-05-18","2020-05-19","2020-05-19",,,"2020-05-20","2020-05-20","2020-05-21","2020-05-21",,,"2020-05-21","2020-05-21","2020-05-27","2020-06-08","2020-06-10","https://www.prugio.com/house/2020/gwangmyeong","(주)대우건설","1800-1507","광명제15알구역주택재개발정비사업조합","2022-10","Y","Y","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000558&pblancNo=2020000558"
"2020000539","2020000539","인천부개2","01","APT","03","국민","2","분양전환 불가임대","400","인천","21345","인천광역시 부평구 길주남로 143 (부개동)",120,"2020-05-07","2020-05-14","2020-05-15",,,"2020-05-14","2020-05-14",,,"2020-05-14","2020-05-14","2020-05-15","2020-05-15",,,"2020-05-15","2020-05-15","2020-07-17","2020-07-18","2020-08-17","http://www.lh.or.kr",,"032-361-0147","주택관리공단(주) 부개2관리소","2020-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000539&pblancNo=2020000539"
"2020000534","2020000534","인천부개5 50년공공임대(예비)","01","APT","03","국민","2","분양전환 불가임대","400","인천","21349","인천광역시 부평구 부개로 11 (부개동 부개5단지 주공아파트)",80,"2020-05-07","2020-05-14","2020-05-15",,,"2020-05-14","2020-05-14",,,"2020-05-14","2020-05-14","2020-05-15","2020-05-15",,,"2020-05-15","2020-05-15","2020-07-17","2020-12-01","2021-01-15","http://www.lh.or.kr",,"032-362-1955","주택관리공단(주) 부개5관리소","2021-01","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000534&pblancNo=2020000534"
"2020000507","2020000507","하남미사 26단지 장기전세주택","01","APT","03","국민","2","분양전환 불가임대","410","경기","12924","경기도 하남시 미사강변중앙로 100 (풍산동 미사강변도시26단지)",110,"2020-05-07","2020-05-14","2020-05-15",,,"2020-05-14","2020-05-14","2020-05-14","2020-05-14","2020-05-14","2020-05-14","2020-05-15","2020-05-15","2020-05-15","2020-05-15","2020-05-15","2020-05-15","2020-07-17","2020-08-03","2020-08-31",,,"1600-1004","한국토지주택공사서울","2020-08","N","N","N","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000507&pblancNo=2020000507"
"2020000415","2020000415","제이원클래시움 아파트","01","APT","01","민영","0","분양주택","690","제주","63597","제주특별자치도 서귀포시 태평로512번길 1-8 (동홍동) 외 3필지",59,"2020-05-07","2020-05-12","2020-05-13",,,"2020-05-12","2020-05-12",,,"2020-05-12","2020-05-12","2020-05-13","2020-05-13",,,"2020-05-13","2020-05-13","2020-05-19","2020-06-01","2020-06-03","http://jonepark.com/","주식회사 웅진산업개발","1522-8307","주식회사 제이원파크","2020-06","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000415&pblancNo=2020000415"
"2020000533","2020000533","울산송정 A-2블록 국민임대","01","APT","03","국민","2","분양전환 불가임대","680","울산","44237","울산광역시 북구 화산로 33 (화봉동 화봉1주공아파트)",616,"2020-05-06","2020-05-13","2020-05-19",,,"2020-05-13","2020-05-18",,,"2020-05-13","2020-05-18","2020-05-19","2020-05-19",,,"2020-05-19","2020-05-19","2020-08-07","2020-08-19","2020-08-21","https://apply.lh.or.kr",,"1600-1004","한국토지주택공사부산울산","2020-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000533&pblancNo=2020000533"
"2020000520","2020000520","양산사송 A-1블록 신혼희망타운","01","APT","03","국민","0","분양주택","621","경남","50637","경상남도 양산시 동면 사송리 일원 A-1블록",753,"2020-05-04","2020-05-14","2020-05-18",,,"2020-05-14","2020-05-15",,,"2020-05-14","2020-05-15","2020-05-18","2020-05-18",,,"2020-05-18","2020-05-18","2020-05-22","2020-08-19","2020-08-21","http://apply.lh.or.kr","일성건설","1600-1004","한국토지주택공사경남","2022-10","N","N","Y","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000520&pblancNo=2020000520"
"2020000540","2020000540","문수데시앙 2단지(10년공공임대)","01","APT","03","국민","1","분양전환 가능임대","680","울산","44959","울산광역시 울주군 청량읍 율리영해2길 7 (문수데시앙 2단지 아파트)",71,"2020-04-29","2020-05-13","2020-12-29",,,"2020-05-13","2020-05-13",,,"2020-05-13","2020-05-13","2020-05-14","2020-12-29",,,"2020-05-14","2020-05-14","2020-05-29","2020-05-30","2020-05-30",,,"052-219-8453","울산광역시도시공사","2020-12","N","N","N","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000540&pblancNo=2020000540"
"2020000532","2020000532","옹진백령 국민임대주택","01","APT","03","국민","2","분양전환 불가임대","400","인천","23102","인천광역시 옹진군 백령면 진촌리 948-3번지 일원",9,"2020-04-29","2020-05-11","2020-05-15",,,"2020-05-11","2020-05-14",,,"2020-05-11","2020-05-14","2020-05-15","2020-05-15",,,"2020-05-15","2020-05-15","2020-07-20","2020-08-03","2020-08-07","https://apply.lh.or.kr",,"1600-1004","한국토지주택공사인천","2020-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000532&pblancNo=2020000532"
"2020000527","2020000527","청주모충 1블록 10년 분양전환공공임대주택","01","APT","03","국민","1","분양전환 가능임대","360","충북","28562","충청북도 청주시 서원구",390,"2020-04-29","2020-05-11","2020-05-12",,,"2020-05-11","2020-05-11",,,"2020-05-11","2020-05-11","2020-05-12","2020-05-12",,,"2020-05-12","2020-05-12","2020-05-26","2020-06-25","2020-06-29","http://www.lhmc.co.kr","주식회사 삼호","043-272-2019","한국토지주택공사충북","2021-11","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000527&pblancNo=2020000527"
"2020000526","2020000526","정촌올리움","01","APT","03","국민","2","분양전환 불가임대","621","경남","52845","경상남도 진주시 정촌면 삼일로 12",794,"2020-04-29","2020-05-06","2020-05-28",,,"2020-05-06","2020-05-27",,,"2020-05-06","2020-05-27","2020-05-28","2020-05-28",,,"2020-05-28","2020-05-28","2020-08-07","2020-08-12","2020-08-14","https://www.kohom.or.kr","경남개발공사","055-924-0805","주택관리공단 정촌올리움","2020-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000526&pblancNo=2020000526"
"2020000517","2020000517","구미인의아파트 50년공임(예비)","01","APT","03","국민","2","분양전환 불가임대","712","경북","39399","경상북도 구미시 인동16길 48-1 (진평동 구미인의주공아파트)",757,"2020-04-29","2020-05-14","2020-05-15",,,"2020-05-14","2020-05-14",,,"2020-05-14","2020-05-14","2020-05-15","2020-05-15",,,"2020-05-15","2020-05-15","2020-07-14","2020-07-15","2020-08-31",,,"054-472-1288","주택관리 구미인의","2020-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000517&pblancNo=2020000517"
"2020000513","2020000513","신동탄포레자이","01","APT","01","민영","0","분양주택","410","경기","18380","경기도 화성시 반월동 17번지 일원",1297,"2020-04-29","2020-05-11","2020-05-13","2020-05-11","2020-05-11","2020-05-12","2020-05-12",,,"2020-05-12","2020-05-12","2020-05-13","2020-05-13",,,"2020-05-13","2020-05-13","2020-05-19","2020-06-01","2020-06-11",,"지에스건설(주)","1644-6652","(주)하나자산신탁","2023-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000513&pblancNo=2020000513"
"2020000503","2020000503","우장산숲아이파크","01","APT","01","민영","0","분양주택","100","서울","07697","서울특별시 강서구 화곡동 1027-50번지 일대",242,"2020-04-29","2020-05-11","2020-05-14","2020-05-11","2020-05-11","2020-05-12","2020-05-12",,,"2020-05-13","2020-05-13","2020-05-14","2020-05-14",,,"2020-05-14","2020-05-14","2020-05-20","2020-06-01","2020-06-04","http://hdc.i-park.com/ujangsan/","HDC 현대산업개발","1566-1642","화곡1주택재건축정비사업조합","2022-11","Y","Y","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000503&pblancNo=2020000503"
"2020000485","2020000485","충북혁신도시 B3-1BL 10년공공임대","01","APT","03","국민","1","분양전환 가능임대","360","충북","27872","충청북도 진천군 덕산읍 두촌리 3149",1321,"2020-04-29","2020-05-12","2020-05-13",,,"2020-05-12","2020-05-12",,,"2020-05-12","2020-05-12","2020-05-13","2020-05-13",,,"2020-05-13","2020-05-13","2020-05-27","2020-07-13","2020-07-15","https://apply.lh.or.kr",,"1600-1004","(주)NHF제14호부동산투자","2020-09","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000485&pblancNo=2020000485"
"2020000483","2020000483","평택고덕 A-2블록 국민임대주택","01","APT","03","국민","2","분양전환 불가임대","410","경기","17770","경기도 평택시 고덕면 여염리 일원",388,"2020-04-29","2020-05-18","2020-05-21",,,"2020-05-18","2020-05-18","2020-05-18","2020-05-18","2020-05-18","2020-05-18","2020-05-19","2020-05-21","2020-05-19","2020-05-21","2020-05-19","2020-05-21","2020-08-19","2020-08-31","2020-09-02",,"경남기업(주)","1600-1004","한국토지주택공사경기","2021-03","N","N","N","N","Y","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000483&pblancNo=2020000483"
"2020000525","2020000525","아산탕정2-A2BL  신혼희망타운","01","APT","03","국민","0","분양주택","312","충남","31477","충청남도 아산시 탕정면 ",428,"2020-04-28","2020-05-12","2020-05-14",,,"2020-05-12","2020-05-13",,,"2020-05-12","2020-05-13","2020-05-14","2020-05-14",,,"2020-05-14","2020-05-14","2020-05-21","2020-08-04","2020-08-06","https://apply.lh.or.kr","코오롱글로벌","1600-1004","한국토지주택공사대전충남","2022-12","N","N","Y","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000525&pblancNo=2020000525"
"2020000467","2020000467","화성봉담2 A-6블록 행복주택","01","APT","03","국민","2","분양전환 불가임대","410","경기","18305","경기도 화성시 봉담읍 상리3길 111",180,"2020-04-28","2020-05-08","2020-05-12",,,"2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-07-24","2020-08-01","2020-09-30",,,"1600-1004","한국토지주택공사경기","2020-10","N","N","N","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000467&pblancNo=2020000467"
"2020000466","2020000466","화성향남(2) A-20블록 행복주택","01","APT","03","국민","2","분양전환 불가임대","410","경기","18612","경기도 화성시 향남읍 벌말길 24",27,"2020-04-28","2020-05-08","2020-05-12",,,"2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-07-24","2020-08-01","2020-09-30",,,"1600-1004","한국토지주택공사경기","2020-10","N","N","N","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000466&pblancNo=2020000466"
"2020000465","2020000465","화성동탄(2) A-82블록 행복주택","01","APT","03","국민","2","분양전환 불가임대","410","경기","18498","경기도 화성시 동탄순환대로2길 13 (장지동 동탄2엘에이치행복주택28단지)",235,"2020-04-28","2020-05-08","2020-05-12",,,"2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-07-24","2020-08-01","2020-09-30",,,"1600-1004","한국토지주택공사경기","2020-10","N","N","N","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000465&pblancNo=2020000465"
"2020000462","2020000462","화성동탄(2) C-26블록 행복주택","01","APT","03","국민","2","분양전환 불가임대","410","경기","18487","경기도 화성시 동탄기흥로277번길 12 (오산동 동탄2 LH C26단지)",310,"2020-04-28","2020-05-08","2020-05-12",,,"2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-08","2020-05-11","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-05-12","2020-07-24","2020-08-01","2020-09-30",,,"1600-1004","한국토지주택공사경기","2020-10","N","N","N","N","N","Y","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000462&pblancNo=2020000462"
"2020000524","2020000524","봉화해저 1블록 행복주택","01","APT","03","국민","2","분양전환 불가임대","712","경북","36236","경북 봉화군 봉화읍 해처리 104-2",90,"2020-04-27","2020-05-14","2020-05-21",,,"2020-05-14","2020-05-18",,,"2020-05-14","2020-05-18","2020-05-19","2020-05-21",,,"2020-05-19","2020-05-21","2020-08-12","2020-08-26","2020-08-28",,,"1600-1004","한국토지주택공사대구경북","2021-11","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000524&pblancNo=2020000524"
"2020000522","2020000522","대전상서 행복주택","01","APT","03","국민","2","분양전환 불가임대","300","대전","34344","대전광역시 대덕구 새말3길 41 (상서동)",296,"2020-04-27","2020-05-08","2020-05-29",,,"2020-05-08","2020-05-18",,,"2020-05-08","2020-05-18","2020-05-19","2020-05-29",,,"2020-05-19","2020-05-29","2020-08-12","2020-08-24","2020-08-27","https://apply.lh.or.kr","유신종합건설(주)","1600-1004","한국토지주택공사대전충남","2020-11","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020000522&pblancNo=2020000522"
